"Organização";"Nome";"Descrição";"Tags";"Quantidade Recursos";"Quantidade Reusos";"Quantidade Downloads";"Quantidade Seguidores"
"Ministério da Fazenda";"Dados Abertos de Custos com Pessoal Ativo do Governo Federal";"Este conjunto de dados contém a Força de Trabalho e os Custos com Pessoal Ativo do Governo Federal, detalhados por Unidade Organizacional,  Área de Atuação, Escolaridade, Sexo e Faixa Etária.";"Contabilidade Aplicada ao Setor Público,Contabilidade Pública,Custos,Custos da União,Custos de Pessoal,Finanças Públicas,Gestão de Custos,Pessoal Ativo da União";"2";"0";"48";"0"
"Ministério da Fazenda";"Limites da LRF para a União: Despesas com Pessoal do Poder Executivo Federal";"Série histórica quadrimestrais dos valores referentes aos limites da LRF para Despesa com Pessoal do Poder Executivo Federal.

O artigo de abertura da Lei de Responsabilidade Fiscal, em seu parágrafo primeiro, declara:

""A responsabilidade na gestão fiscal pressupõe a ação planejada e transparente, em que se previnem riscos e corrigem desvios capazes de afetar o equilíbrio das contas públicas, mediante o cumprimento de metas de resultados entre receitas e despesas e a obediência a limites e condições no que tange a renúncia de receita, geração de despesas com pessoal, da seguridade social e outras, dívidas consolidada e mobiliária, operações de crédito, inclusive por antecipação de receita, concessão de garantia e inscrição em Restos a Pagar.""

Este conjunto de dados demonstra o cumprimento, por parte da União (no caso das Despesas com Pessoal, apenas para o Poder Executivo), dos limites estabelecidos pela LRF, a saber:

despesa total com pessoal;
dívida consolidada;
concessão de garantias e contragarantias; e
operações de crédito.
O cumprimento desses limites são demonstrados por meio do Relatório de Gestão Fiscal, um dos instrumentos de transparência da gestão fiscal criados pela LRF. Esse relatório é emitido quadrimestralmente pelos titulares dos Poderes e dos órgãos referidos no art. 20 da Lei.

Os relatórios do Poder Executivo Federal (em PDF) podem ser acessados na página: http://www.tesouro.gov.br/web/stn/-/relatorio-de-gestao-fiscal

As saídas de dados disponibilizadas aqui representam os principais valores apurados especificamente para a verificação dos limites mencionados acima. Assim, deve-se ter em mente que as informações deste conjunto de dados seguem metodologia própria, definida de acordo com os critérios estabelecidos pela LRF, pelo Manual de Demonstrativos Fiscais e eventuais recomendações e determinações do Tribunal de Contas da União, que realiza a verificação do cumprimento desses limites a cada quadrimestre. Dessa forma, podem eventualmente existir divergências entre esses valores e outros divulgados neste portal no âmbito de outros conjuntos de dados, com nomes semelhantes.";"Contabilidade Pública,Execução Orçamentária,Lei de Responsabilidade Fiscal,Responsabilidade Fiscal da União";"2";"0";"6";"0"
"Ministério da Fazenda";"Cronogramas de desembolso de operações de crédito contratadas por estados e municípios";"No âmbito da verificação de limites e condições para contratação de operações de crédito e garantias por governos regionais (ver Manual para Instrução de Pleitos, em conteudo.tesouro.gov.br/mip), os governos regionais submetem à Secretaria do Tesouro Nacional (STN) ou à instituição financeira credora um cronograma projetado de desembolsos (liberações) de operações de crédito contratadas.";"Estados e Municípios,LRF,PVL,operações de crédito";"2";"0";"8";"0"
"Ministério da Fazenda";"Resultado do Tesouro Nacional - Série Histórica";"O Tesouro Nacional é responsável pela consolidação e divulgação das estatísticas do Governo Central. O principal veículo de comunicação dessas estatísticas é o relatório intitulado Resultado do Tesouro Nacional, que é uma publicação mensal, editada desde 1995, e que apresenta o resultado primário do Governo Central composto pelo Tesouro Nacional, Previdência Social e Banco Central, além de uma descrição de receitas e despesas primárias, assim como a evolução da dívida líquida do Tesouro Nacional.
  
A Secretaria do Tesouro Nacional – STN apura o resultado a partir da mensuração dos fluxos de ingressos (receitas) e saídas (despesas), conforme metodologia conhecida como ""Acima da Linha"". A estatística fiscal ""acima da linha"" permite ao gestor público avaliar os resultados da política fiscal corrente por meio de um retrato amplo e detalhado da atual situação fiscal do país. Esse conjunto de informações constitui um ferramental essencial para as tomadas de decisões em termos de políticas públicas.
  
Essa avaliação possibilita, adicionalmente, a elaboração de cenários para as contas públicas, baseados em estimativas de receitas e despesas projetadas a partir de parâmetros macroeconômicos, viabilizando, dessa forma, a estatística como uma importante ferramenta, seja na etapa de formulação do orçamento público ou durante sua execução. Adicionalmente, serve como instrumento analítico para a tomada de decisões relativas à condução de políticas públicas.
No Brasil, o resultado primário adotado para fins de verificação do cumprimento da meta estabelecida na Lei de Diretrizes Orçamentárias (LDO) é o mensurado por meio da metodologia conhecida como ""abaixo da linha"", apurada pelo Banco Central do Brasil. Não obstante, a análise das fontes dos desvios é feita a partir dos componentes do resultado (receitas e despesas), cuja apuração é realizada pelo critério ""acima da linha"".
  
A estatística ""abaixo da linha"" leva em consideração as mudanças no estoque da dívida líquida, incluindo fontes de financiamento domésticas e externas. O Banco Central do Brasil publica mensalmente os dados ""abaixo da linha"" em nota específica veiculada em seu endereço eletrônico.
  
Enquanto a estatística ""abaixo da linha"" permite analisar como o governo financiou seu déficit, o resultado fiscal ""acima da linha"" permite avaliar as causas dos desequilíbrios, além de outros aspectos qualitativos da política fiscal. O resultado fiscal obtido pelas duas metodologias é comparável e, desta forma, ambas as estatísticas são importantes para a boa condução da política fiscal, devendo ser utilizadas de forma complementar.

[![Séries Temporais](http://www.tesourotransparente.gov.br/home/@@nitf/cac58e75530448e19b206f4cb1b1f240/@@images/9ff08e36-7376-4f58-884d-365f90994355.jpeg)](https://www.tesourotransparente.gov.br/visualizacao/series-temporais-do-tesouro-nacional)";"Governo Central,RTN,Resultado Fiscal,Resultado do Tesouro Nacional";"3";"0";"115";"0"
"Ministério da Fazenda";"Lista de municípios do SIAFI";"Lista de municípios do SIAFI com código SIAFI e código IBGE";"MUNICÍPIOS,SIAFI";"1";"0";"35";"0"
"Ministério da Fazenda";"Contratos Dívida";"";"";"76";"0";"31";"0"
"Ministério da Fazenda";"Projetos de TI previstos e priorizados no Tesouro Nacional";"Quadrimestralmente, o Comitê Diretor de Tecnologia de Informação do Tesouro Nacional analisa e aprova uma lista de projetos de TI que são prioritários para serem executados durante os próximos quatro meses (chamado VOTO).
Caso queira acessar o relatório completo, acesse: http://stn.gov.br/web/stn/tecnologia-de-informacao";"Gestão Corporativa,Gestão de TI,TI";"5";"0";"5";"0"
"Ministério da Fazenda";"Saldos e Fluxos de Recebimentos dos Haveres da União, Excetos os Relacionados a Entes da Federação";"Informa os Saldos e os Fluxos de Recebimentos dos Haveres da União, Excetos os Relacionados a Entes da Federação ";"Administracion Nacional de Electricidad - ANDE,Banco Nacional de Crédito Cooperativo - BNCC,Banco Nacional de Desenvolvimento Econômico e Social - BNDES,Banco da Amazônia - BASA,Banco de Roraima S. A. - BANRORAIMA,Banco do Brasil - BB,Banco do Nordeste do Brasil S. A. - BNB,Caixa Econômica Federal - CEF,Ceasa Amazonas,Centrais Elétricas Brasileiras  S. A. - ELETROBRÁS,Comercializadora Brasileira de Energia Emergencial - CBEE,Companhia Docas do Rio Doce - CDRJ,Empréstimo do Governo Federal - EGF Especial,Excetos os Relacionados a Entes da Federação,Finanças,Haveres Federais,Haveres Financeiros,Informa os Saldos e os Fluxos de Recebimentos dos Haveres da União,Instituto Nacional do Seguro Social - INSS,Instituto do Açúcar e do Álcool - IAA,Petrobrás Mineração - PETROMISA,Programa Especial de Saneamento de Ativos - PESA,Programa de Cooperação Nipo-brasileiro para o Desenvolvimento do Cerrado - PRODECER II,Rede Ferroviária Federal - RFFSA,Securitização de Dívida Agrícola,Siderúrgica Brasileira Ltda - SIDERBRÁS,Superintendência Nacional do Abastecimento - SUNAB";"2";"0";"19";"0"
"Ministério da Fazenda";"Relatório Resumido de Execução Orçamentária (RREO) dos Entes da Federação";"Os demonstrativos do RREO, listados a seguir, deverão ser elaborados e publicados até trinta dias após o encerramento do bimestre de referência, exceto para os municípios com população inferior a cinquenta mil habitantes, que podem optar por divulgar, semestralmente, parte desses demonstrativos. A estrutura do RREO está definida conforme discriminação a seguir: Anexo 01 Balanço Orçamentário; Anexo 02 Demonstrativo da Execução das Despesas por Função/Subfunção; Anexo 03 Demonstrativo da Receita Corrente Líquida; Anexo 04 Demonstrativo das Receitas e Despesas Previdenciárias do RPPS; Anexo 06 Demonstrativo do Resultado Primário; Anexo 07 Demonstrativo dos Restos à Pagar por Poder e Órgão; Anexo 09 Demonstrativo das Receitas de Operações de Crédito e Despesas de Capital; Anexo 10 RPPS Demonstrativo da Projeção Atuarial do Regime Próprio de Previdência dos Servidores; Anexo 10.1 RPPS Demonstrativo da Projeção Atuarial do Regime Próprio de Previdência dos Servidores; Anexo 10.2 RGPS Demonstrativo da Projeção Atuarial do Regime Geral de Previdência Social; Anexo 11 Demonstrativo da Receita de Alienação de Ativos e Aplicação dos Recursos; Anexo 13 Demonstrativo das Parcerias Públicos-Privadas; Anexo 14 Demonstrativo Simplificado do Relatório Resumido da Execução Orçamentária .";"Contabilidade Pública,Estados e Municípios,Execução Orçamentária,FINBRA,LRF,RREO,União";"2";"0";"68";"0"
"Ministério da Fazenda";"Despesas da União mensais desde 2008";"Despesas pagas (conceito ""valor pago"", que inclui pagamentos de despesas do exercício e de restos a pagar) pela União (escopo dos Orçamentos Fiscal e da Seguridade Social), mês a mês, por:
* mês, 
* Esfera Orçamentária, 
* Função, Subfunção, 
* Programa, 
* Ação, 
* Grupo de Despesa, 
* Modalidade de Aplicação, 
* indicador de Resultado Primário, 
* indicador de Exceção ao Decreto de Programação Financeira e 
* indicador de despesas do RGPS (apresenta o valor ""VERDADEIRO"" / ""TRUE"" para as despesas atribuídas às unidades orçamentárias do Fundo do Regime Geral de Previdência Social).";"Despesas,Despesas Pagas,Orçamento,Previdência";"2";"0";"21";"0"
"Ministério da Fazenda";"Soluções de TI gerenciados no Tesouro Nacional";"Lista de soluções de TI desenvolvidas e administradas pela Secretaria do Tesouro Nacional.";"Gestão Corporativa,Gestão de TI,TI";"4";"0";"8";"0"
"Ministério da Fazenda";"Cronograma de Pagamento dos Órgãos do Poder Executivo da União";"Este conjunto de dados contém os cronogramas de pagamentos dos órgãos, conforme os valores fixados no Decreto de Programação Orçamentária e Financeira, atualizados à medida que são publicadas portarias de ajustes desses cronogramas. Tais informações são segregadas nos diferentes anexos apresentados pelo referido Decreto. Ficam disponíveis as informações do exercício corrente e dos dois exercícios anteriores.  
     
#Legislação  

##Leis 

[ Lei nº 13.898, de 11 de novembro de 2019](http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/lei/L13898.htm)  
(Dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2020 e dá outras providências).
  
[Lei nº 13.978, de 17 de janeiro de 2020](http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2020/lei/l13978.htm)  
(Estima a receita e fixa a despesa da União para o exercício financeiro de 2020).
  
##Decretos  

[Decreto nº 10.249, de 19 de fevereiro de 2020](http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2020/decreto/D10249.htm) 

(Dispõe sobre a programação orçamentária e financeira, estabelece o cronograma mensal de desembolso do Poder Executivo federal para o exercício de 2020 e dá outras providências.)";"Administração Financeira e Orçamentária da União,Decreto de Programação,Desembolso,Limite de Pagamento,Programação Financeira";"4";"0";"2";"0"
"Ministério da Fazenda";"Quantidade de Transações Realizadas por Dia no Sistema Integrado de Administração Financeira - SIAFI";"Este conjunto de dados apresenta a quantidade de transações cadastradas por dia no SIAFI em cada Exercício Financeiro e mês de referência.";"Gestão Corporativa,SIAFI";"2";"0";"18";"0"
"Ministério da Fazenda";"Informações Orçamentárias da Matriz de Saldos Contábeis (MSC) dos Entes da Federação";"Engloba o balancete mensal das contas de natureza orçamentária, classes 5 e 6 conforme PCASP. Os dados, além das contas contábeis são detalhados por informações complementares onde: PO - codificação de poder ou órgão, FR - fontes/destinação de recursos, FF - função da despesa, SF - subfunção, ES - atributo educação saúde, ND - natureza da despesa, NR - natureza da receita, AI - ano de inscrição de restos à pagar.";"BSPN,Contabilidade Pública,Estados e Municípios,LRF,MSC,Matris de Saldos Contábeis,Siconfi,União";"2";"0";"21";"0"
"Ministério da Fazenda";"Restos a Pagar da União";"Restos a Pagar são as despesas empenhadas, mas não pagas até o dia 31 de dezembro, distinguindo-se as processadas das não processadas. Processadas são as despesas inscritas em restos a pagar, liquidadas e não pagas. Não Processados, são as despesas empenhados e não liquidados

[![Séries Temporais](http://www.tesourotransparente.gov.br/home/@@nitf/cac58e75530448e19b206f4cb1b1f240/@@images/9ff08e36-7376-4f58-884d-365f90994355.jpeg)](http://www.tesourotransparente.gov.br/visualizacoes/series-temporais)";"Administração Financeira e Orçamentária da União,Contabilidade Pública,Orçamento e Finanças da União,Restos a Pagar,Restos a Pagar Não Processados,Restos a Pagar Processados";"2";"0";"2";"0"
"Ministério da Fazenda";"Cronogramas de pagamento de operações de crédito contratadas e a contratar por estados e municípios";"No âmbito da verificação de limites e condições para contratação de operações de crédito e garantias por governos regionais (ver Manual para Instrução de Pleitos, em conteudo.tesouro.gov.br/mip), os governos regionais submetem à Secretaria do Tesouro Nacional (STN) ou à instituição financeira credora um cronograma projetado de pagamentos de sua dívida consolidada (DC), das operações contratadas que ainda não compõe a DC e das operações a contratar.";"Estados e Municípios,LRF,PVL,operações de crédito";"2";"0";"3";"0"
"Ministério da Fazenda";"Cumprimento de Metas do PAF";"Este conjunto de dados contém as metas definidas no Programa de Reestruturação e de Ajuste Fiscal (PAF) e a avaliação pelo Tesouro Nacional do cumprimento ou não das metas pelos Estados e pelo Distrito Federal.";"Ajuste Fiscal de Estados DF e Municípios,Ajuste Fiscal de Estados e Municipios,Estados e Municipios,Estados e Municípios";"2";"0";"5";"0"
"Ministério da Fazenda";"Planilhas BSPN";"Planilhas utilizadas para a elaboração do Balanço do Setor Público Nacional (BSPN)";"BSPN,Consolidação,Contabilidade Pública";"3";"0";"8";"0"
"Ministério da Fazenda";"Condições Financeiras dos Haveres da União em Programas de Estados, Municípios e Demais Mutuários Relacionados";"Este conjunto de dados contém as informações sobre os Programas ativos sob o controle da COAFI, relativos a Estados, Municípios e demais mutuários relacionados, juntamente com as condições financeiras dos contratos; e o histórico dos Programas encerrados, acompanhados, em alguns casos, dos respectivos relatórios de encerramento. Trata-se de informações meramente descritivas. Não há tabelas ou planilhas.
  
**Definições**  
  
__Haveres Financeiros relativos a Estados e Municípios__: São os haveres financeiros da União cujos devedores são os Estados e Municípios e demais mutuários relacionados. 
  
__Programa__: Está relacionado a um determinado tipo de empréstimo, financiamento ou refinanciamento, cujo credor é a União e os devedores são os Estados, os municípios e demais mutuários relacionados. Cada programa, via de regra, está calcado ou foi estabelecido em consonância com uma Lei, Medida Provisória ou outra norma autorizativa.
  
__Contrato__: É o instrumento jurídico que estabelece entre as partes (União, Estados, Municípios, demais mutuários relacionados, agente financeiro, bancos depositários e demais intervenientes) as condições gerais do empréstimo, financiamento ou refinanciamento, tais como taxas de juros, formas de amortização, garantias contratuais, periodicidade de pagamento, dentre outras avenças. Cada contrato está associado, via de regra, a um mutuário específico.
  
__Mutuário__: Trata-se de um ente da federação ou outro mutuário relacionado que possui uma obrigação financeira junto à União.
";"Dívidas,Empréstimos,Estados e Municípios,Financiamentos,Finanças,Haveres Federais,Haveres Financeiros,Refinanciamentos";"2";"0";"8";"0"
"Ministério da Fazenda";"Quantitativo de Servidores";"Número de servidores públicos vinculados à Secretaria do Tesouro Nacional, ou seja, lotados, em exercício ou com lotação e exercício na STN.";"Gestão Corporativa,afastados,cedidos,exercício,quantitativo,removidos,requisitados,servidores";"6";"0";"13";"0"
"Ministério da Fazenda";"Relatórios de Encerramento de Programas";"Contém relatórios sobre os programas de dívidas de Estados e Municípios da União quando de seu encerramento.";"dívida,encerramento,haveres financeiros";"6";"0";"4";"0"
"Ministério da Fazenda";"Dividendos Arrecadados pela União";"Este conjunto de dados contém a listagem de todos as receitas arrecadadas pela União a título de dividendos e juros sobre o capital próprio e registrados no sistema SIAFI. Tais recebimentos representam os rendimentos das participações societárias da União pagos no exercício (regime de caixa).";"Dividendos,Haveres Federais,JCP,JSCP,Juros Sobre Capital Próprio";"2";"0";"8";"1"
"Ministério da Fazenda";"Relatórios da Dívida Contratual da União";"Relatórios da Dívida Contratual da União, extraídos do Sistema de Informações da Dívida Pública.";"";"10";"0";"13";"0"
"Ministério da Fazenda";"Gastos Sociais do Governo Central - Classificação dos Gastos Tributários";"A temática gasto social é frequentemente discutida na sociedade brasileira, especialmente em momentos de retração econômica e dificuldades fiscais. Questionamentos surgem a respeito da eficácia dos programas de governo e do montante dispendido com as rubricas em geral, não apenas as consideradas de cunho social. Entretanto, a complexidade do arcabouço orçamentário brasileiro dificulta uma visão global sobre a composição do gasto público e qual o significado econômico de tais dispêndios.

Diante disso, o objetivo das séries aqui dispostas é permitir uma análise do gasto social brasileiro a partir de uma série histórica anual iniciada em 2002 e evidenciar a composição desse gasto em sete categorias: assistência social; educação e cultura; organização agrária; previdência social; saneamento básico e habitação; saúde; e trabalho e emprego.

Uma vantagem obtida a partir da construção dessas séries foi justamente a possibilidade de se criar uma base tratada de dados com mais de 190 mil registros contábeis, o que permite analisar o dispêndio governamental brasileiro (seja social ou não) em diversas dimensões e diferentes métricas. Assim, pode-se analisar o gasto brasileiro por programa; ação; órgão que executou o gasto; função; subfunção; região em que foi aplicado o recurso; subtítulo (detalhamento sobre a localização física da ação); modalidade de aplicação; e GND – Grupo de Natureza de Despesa.

Importante destacar que este trabalho representa um avanço significativo na análise do gasto social público uma vez que estabelece o entendimento da Secretaria do Tesouro Nacional sobre o conceito de gasto social e seus componentes, bem como disponibiliza a base de dados possibilitando a análise e disseminação das informações relativas ao gasto social pela sociedade como um todo.

Adotou-se como conceito de gasto social aquele destinado a atender às pessoas em situação de vulnerabilidade, bem como os dispêndios que proporcionam oportunidades de promoção social. Ainda, a abrangência aqui adotada é o gasto social executado diretamente pelo Governo Central, bem como as transferências vinculadas a gastos sociais realizadas por esta esfera de governo aos governos estaduais e municipais.

Ou seja, foram levados em consideração todos os dispêndios que transitaram pelo Orçamento Fiscal e da Seguridade Social da União. Destaca-se que na categoria Previdência Social (Regime Geral da Previdência Social - RGPS e Regime Próprio da Previdência Social – RPPS) são apresentadas duas óticas de análise que são chamadas de “visão geral” e “visão restrita”. Na visão restrita foram consideradas apenas as parcelas dos benefícios de características previdenciárias que não superam o limite de um salário mínimo por mês. Este corte se justifica porque muitos beneficiários recebem valores acima do que seria necessário para prover o acesso a bens e serviços básicos. Ainda, foram trazidas à análise os gastos tributários de caráter social implementados pelo Governo Federal brasileiro.

As fontes primárias de informação consistem primordialmente dos registros contábeis disponíveis para consulta no SIAFI – Sistema Integrado de Administração Financeira do Governo Federal, a base de dados históricos da Previdência Social - Aeps Infologo - disponibilizada pelo Ministério do Trabalho e da Previdência Social para as informações sobre gastos previdenciários, bem como as informações disponíveis no sítio da Secretaria da Receita Federal do Brasil sobre os gastos tributários implementados pelo governo brasileiro, além das informações constantes nos planos plurianuais divulgados para o período em estudo.
";"Classificação dos Gastos Tributários,Gaoverno Central,Gastos Sociais,Resultado Fiscal";"3";"0";"81";"3"
"Ministério da Fazenda";"Dados Abertos de Custos com Pessoal Inativo do Governo Federal";"Este conjunto de dados contém os Custos com Pessoal Inativo (aposentados) do Governo Federal	
";"Contabilidade Aplicada ao Setor Público,Contabilidade Pública,Custos,Custos da União,Custos de Aposentados,Custos de Pessoal Inativo,Finanças Públicas,Gestão de Custos";"2";"0";"18";"0"
"Ministério da Fazenda";"Situação de estados e municípios no Cadastro da Dívida Pública (CDP) no momento da análise de operação de crédito";"No âmbito da verificação de limites e condições para contratação de operações de crédito e garantias por governos regionais (ver Manual para Instrução de Pleitos - MIP, em https://www.tesourotransparente.gov.br/mip), a Secretaria do Tesouro Nacional (STN) ou a instituição financeira credora verificam se o governo regional forneceu informações atualizadas para o Cadastro da Dívida Pública (CDP) mantido pela STN (ver Manual do CDP, em https://manuais.tesouro.gov.br/cdp).";"Estados e Municípios,LRF,PVL,operações de crédito";"2";"0";"24";"0"
"Ministério da Fazenda";"Cadastro Nacional de Obras - CNO";"O Cadastro Nacional de Obras (CNO) é o banco de dados, administrado pela Secretaria Especial da Receita Federal do Brasil (RFB), que armazena informações cadastrais de obras de construção civil e de seus responsáveis. Este cadastro é necessário para que o contribuinte possa cumprir as suas obrigações tributárias (entregar declarações e realizar pagamentos) e, ao final da obra, obter a certidão de regularidade fiscal relativa à obra.";"CNO,RFB,receita federal";"2";"0";"2379";"19"
"Ministério da Fazenda";"Cadastro de Imóveis Rurais - CAFIR";"É o cadastro de imóveis rurais, administrado pela Secretaria Especial da Receita Federal do Brasil (RFB), do qual constarão as informações relativas ao imóvel rural, seu titular e, se for o caso, seus condôminos e compossuidores.
Ao imóvel rural cadastrado no Cafir será atribuído o código do imóvel no Cadastro Imobiliário Brasileiro (CIB).";"CAFIR,RFB,receita federal";"2";"0";"19749";"148"
"Ministério da Fazenda";"Dívida Consolidada dos Estados e do Distrito Federal";"Este conjunto de dados contém o valor da dívida consolidada dos Estados e do Distrito Federal, apurada utilizando dados divulgados pelos entes, podendo sofrer ajustes pelo Tesouro Nacional de forma a enquadrá-la nas regras estabelecidas no MDF/MCASP.
";"Ajuste Fiscal de Estados DF e Municípios,Ajuste Fiscal de Estados e Municipios,Estados e Municipios,Estados e Municípios";"2";"0";"4";"0"
"Ministério da Fazenda";"Contencioso Administrativo de Primeira Instância";"<p>A base Contencioso Administrativo é o banco de dados que armazena informações relativas aos principais indicadores do contencioso administrativo de 1ª instância. Estes indicadores permitem que os gestores e a sociedade tenham uma visão geral com relação ao acervo de processos (quantidade e valor total) do contencioso administrativo de 1ª instância, bem como o tempo médio (em dias) no contencioso administrativo de 1ª instância (de todos os processos do acervo, dos processos prioritários e por tipo de prioridade) e a produção das Delegacias de Julgamento da Receita Federal do Brasil - DRJ (quantidade e valor dos processos julgados, entre lançamentos de créditos tributários e pedidos de ressarcimento, restituição, reembolso e compensação).</p>
";"Acervo de processos,Contencioso Administrativo de 1ª instância,DRJ,Indicadores,Julgamento,Processos julgados,Processos prioritários,Produção das DRJ,Quantidade de processos no acervo,Tempo Médio,Temporalidade,Valor total dos processos no acervo";"2";"0";"627";"9"
"Ministério da Fazenda";"Resultado dos leilões da Dívida Pública Mobiliária Federal Interna";"Este conjunto de dados contém as informações sobre os leilões, em oferta pública, de títulos públicos da dívida mobiliária federal interna.";"Dívida Pública Federal,Finanças,Leilão,Títulos Públicos";"26";"0";"16";"0"
"Ministério da Fazenda";"Relatório de Avaliação dos Restos a Pagar - Base de Dados";"Dados base para a o Relatório de Avaliação dos Restos a Pagar";"Despesas Sujeitas ao Teto,RAP,Relatório de Avaliação dos Restos a Pagar,Restoss a Pagar,Teto";"2";"0";"0";"0"
"Ministério da Fazenda";"Convênios com a Receita Federal";"<p>Convênios celebrados entre a Secretaria Especial da Receita Federal do Brasil (RFB) e Estados, Distrito Federal e Municípios.</p>
";"Convênios,ITR,RFB,receita federal";"2";"0";"271";"3"
"Ministério da Fazenda";"Tabela de Órgãos e Municípios";"<p>A Tabela de Órgãos e Municípios (TOM) contém a relação dos municípios brasileiros com a codificação utilizada pelos diversos sistemas da Receita Federal do Brasil (RFB), apresentando a estrutura organizacional e jurisdicional no âmbito da RFB e domínios de endereçamento.</p>
";"RFB,TOM,receita federal";"2";"0";"1736";"17"
"Ministério da Fazenda";"Capacidade de Pagamento dos Estados e do Distrito Federal";"Este conjunto de dados contém as notas de capacidade de pagamento (CAPAG) de todos os estados e do Distrito Federal, além das notas obtidas por eles em cada um dos três indicadores avaliados.

*O resultado apurado para a CAPAG não vincula a posição do Tesouro Nacional. O cálculo definitivo da CAPAG será efetuado por ocasião da verificação do cumprimento dos limites e condições para contratação de operações de crédito com garantia da União.*";"Ajuste Fiscal de Estados DF e Municípios,Ajuste Fiscal de Estados e Municipios,Estados e Municipios,Estados e Municípios";"6";"0";"11";"0"
"Ministério da Fazenda";"Restituição e Ressarcimento";"<p>Dados relacionados às Restituições e Ressarcimento dos tributos administrados pela Secretaria Especial da Receita Federal do Brasil.</p>
";"IRPF,RFB,Restituição,receita federal";"8";"0";"1201";"11"
"Ministério da Fazenda";"Carga Tributária";"Este conjunto de dados contém as informações referentes à receita tributária auferida por diferentes recolhimentos que tenham características econômicas de tributo, nas diversas esferas de arrecadação e que resultem em um fluxo de recursos financeiros direcionados da sociedade para o Estado.";"Carga Tributária,RFB,Receita Federal,Tributária,carga";"4";"0";"2226";"13"
"Ministério da Fazenda";"Grandes Números do Imposto de Renda da Pessoa Física";"Este conjunto de dados contém as informações agregadas das declarações de Imposto de Renda da Pessoa Física de todos os contribuintes que a encaminharam em um determinado ano-calendário. Cada uma das tabelas contém informações referentes a diferentes variáveis que permitem análises em variados cortes sociais e econômicos.";"RFB,Receita Federal,Rendimentos,agregado,agregado dos rendimentos ,isentos,não tributáveis,salários-mínimos";"46";"0";"12209";"91"
"Ministério da Fazenda";"Distribuição de Renda";"Esta base contém a distribuição da renda apurada pelos contribuintes em um determinado exercício, tendo por fonte as declarações de imposto de renda da pessoa física. As informações são agrupadas por centis e são apresentadas em nível nacional e por unidade da federação.";"Carga Tributária,Dados agregados de contribuintes,Distribuição de renda,Imposto de Renda da Pessoa Física,RFB,Receita Federal";"6";"0";"1922";"12"
